program_name_and_version,EnergyPlus 22.2
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 8",-26.6
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 9",-25.36
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 10",-24.49
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 11",-23.14
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 12",-21.79
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 13",-20.21
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 14",-20.69
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 15",-21.77
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 16",-22.21
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 17",-22.93
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 18",-24.62
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 19",-25.92
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 20",-26.5
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 21",-27.61
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 22",-28.94
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 23",-29.44
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 24",-29.27
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 1",-1.17
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 2",-1.19
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 3",-1.26
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 4",-1.44
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 5",-1.44
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 6",-1.44
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 7",-1.19
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 8",-0.88
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 9",-0.53
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 10",0.66
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 11",1.87
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 12",2.1
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 13",0.89
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 14",-0.55
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 15",-2.03
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 16",-2.0
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 17",-1.83
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 18",-2.11
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 19",-2.36
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 20",-2.94
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 21",-3.22
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 22",-3.74
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 23",-4.78
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 24",-5.26
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 1",4.36
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 2",3.86
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 3",2.95
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 4",1.81
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 5",0.75
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 6",1.79
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 7",4.42
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 8",6.6
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 9",8.39
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 10",10.72
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 11",12.61
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 12",13.27
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 13",13.9
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 14",14.39
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 15",14.9
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 16",14.78
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 17",14.47
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 18",13.6
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 19",12.31
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 20",11.5
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 21",9.46
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 22",7.92
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 23",7.17
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 24",5.93
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",109.56
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",323.8
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",484.08
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",591.94
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",648.74
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",654.84
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",609.27
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",513.04
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",366.66
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",178.37
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",9.79
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",58.7
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",175.19
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",263.02
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",322.57
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",354.51
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",357.98
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",332.27
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",278.94
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",198.67
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",95.79
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",5.2
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",144.96
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",408.87
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",596.1
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",720.94
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",786.61
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",793.67
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",740.93
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",629.54
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",459.36
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",233.51
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",13.56
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",6.55
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",20.17
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",35.76
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",50.33
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",64.48
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",83.26
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",89.13
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",88.22
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",81.54
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",70.14
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",53.68
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",31.77
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",15.61
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",3.24
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",3.56
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",10.98
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",19.46
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",27.39
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",35.08
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",45.3
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",48.49
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",48.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",44.36
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",38.16
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",29.21
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",17.28
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",8.49
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",1.76
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",8.27
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",25.47
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",45.16
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",63.55
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",81.42
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",105.13
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",112.54
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",111.4
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",102.95
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",88.57
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",67.78
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",40.11
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",19.7
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",4.09
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",1.68
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",16.14
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",33.03
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",48.9
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",70.5
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",116.64
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",169.45
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",201.82
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",201.24
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",168.17
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",115.27
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",69.61
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",48.62
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",32.69
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",15.66
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",1.4
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",0.92
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",8.78
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",17.97
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",26.61
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",38.63
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",63.03
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",90.48
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",107.48
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",107.17
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",89.81
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",62.32
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",38.14
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",26.45
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",17.79
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",8.52
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",0.76
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 1",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 2",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 3",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 4",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 5",2.13
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 6",20.38
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 7",41.71
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 8",61.75
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 9",96.5
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 10",170.68
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 11",244.31
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 12",286.21
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 13",285.47
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 14",242.66
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 15",168.67
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 16",94.97
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 17",61.39
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 18",41.27
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 19",19.78
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 20",1.77
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 21",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 22",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 23",0.0
"Hourly Transmitted Solar Radiation per Area February 1st, May 4th, July 14th Multiple Test Cases 24",0.0
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 1,2.15
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 2,2.22
Hourly Heating and Cooling Load February 1st and July 14th Multiple Test Cases 3,2.28
